2458940.500000000, A.D. 2020-Apr-01 00:00:00.0000, -6.807847851469811E+05,  1.079960529004681E+06,  6.577801896302961E+03,
2458940.541666667, A.D. 2020-Apr-01 01:00:00.0000, -6.808359234584284E+05,  1.079942690620320E+06,  6.579239769516105E+03,
2458940.583333333, A.D. 2020-Apr-01 02:00:00.0000, -6.808870615881569E+05,  1.079924849455285E+06,  6.580677654994943E+03,
2458940.625000000, A.D. 2020-Apr-01 03:00:00.0000, -6.809381995360415E+05,  1.079907005509047E+06,  6.582115552730218E+03,
2458940.666666667, A.D. 2020-Apr-01 04:00:00.0000, -6.809893373019566E+05,  1.079889158781075E+06,  6.583553462712560E+03,
2458940.708333333, A.D. 2020-Apr-01 05:00:00.0000, -6.810404748857757E+05,  1.079871309270842E+06,  6.584991384932480E+03,
2458940.750000000, A.D. 2020-Apr-01 06:00:00.0000, -6.810916122873719E+05,  1.079853456977816E+06,  6.586429319380666E+03,
2458940.791666667, A.D. 2020-Apr-01 07:00:00.0000, -6.811427495066175E+05,  1.079835601901470E+06,  6.587867266047630E+03,
2458940.833333333, A.D. 2020-Apr-01 08:00:00.0000, -6.811938865433842E+05,  1.079817744041273E+06,  6.589305224923941E+03,
2458940.875000000, A.D. 2020-Apr-01 09:00:00.0000, -6.812450233975430E+05,  1.079799883396696E+06,  6.590743196000054E+03,
2458940.916666667, A.D. 2020-Apr-01 10:00:00.0000, -6.812961600689641E+05,  1.079782019967209E+06,  6.592181179266423E+03,
2458940.958333333, A.D. 2020-Apr-01 11:00:00.0000, -6.813472965575174E+05,  1.079764153752282E+06,  6.593619174713560E+03,
2458941.000000000, A.D. 2020-Apr-01 12:00:00.0000, -6.813984328630717E+05,  1.079746284751386E+06,  6.595057182331744E+03,
2458941.041666667, A.D. 2020-Apr-01 13:00:00.0000, -6.814495689854955E+05,  1.079728412963990E+06,  6.596495202111546E+03,
2458941.083333333, A.D. 2020-Apr-01 14:00:00.0000, -6.815007049246565E+05,  1.079710538389565E+06,  6.597933234043128E+03,
2458941.125000000, A.D. 2020-Apr-01 15:00:00.0000, -6.815518406804218E+05,  1.079692661027581E+06,  6.599371278116945E+03,
2458941.166666667, A.D. 2020-Apr-01 16:00:00.0000, -6.816029762526576E+05,  1.079674780877507E+06,  6.600809334323334E+03,
2458941.208333333, A.D. 2020-Apr-01 17:00:00.0000, -6.816541116412296E+05,  1.079656897938813E+06,  6.602247402652458E+03,
2458941.250000000, A.D. 2020-Apr-01 18:00:00.0000, -6.817052468460030E+05,  1.079639012210970E+06,  6.603685483094596E+03,
2458941.291666667, A.D. 2020-Apr-01 19:00:00.0000, -6.817563818668422E+05,  1.079621123693446E+06,  6.605123575639969E+03,
2458941.333333333, A.D. 2020-Apr-01 20:00:00.0000, -6.818075167036105E+05,  1.079603232385712E+06,  6.606561680278799E+03,
2458941.375000000, A.D. 2020-Apr-01 21:00:00.0000, -6.818586513561715E+05,  1.079585338287237E+06,  6.607999797001248E+03,
2458941.416666667, A.D. 2020-Apr-01 22:00:00.0000, -6.819097858243872E+05,  1.079567441397490E+06,  6.609437925797363E+03,
2458941.458333333, A.D. 2020-Apr-01 23:00:00.0000, -6.819609201081194E+05,  1.079549541715942E+06,  6.610876066657365E+03,
2458941.500000000, A.D. 2020-Apr-02 00:00:00.0000, -6.820120542072291E+05,  1.079531639242061E+06,  6.612314219571243E+03,
2458941.541666667, A.D. 2020-Apr-02 01:00:00.0000, -6.820631881215766E+05,  1.079513733975316E+06,  6.613752384529042E+03,
2458941.583333333, A.D. 2020-Apr-02 02:00:00.0000, -6.821143218510216E+05,  1.079495825915179E+06,  6.615190561520751E+03,
2458941.625000000, A.D. 2020-Apr-02 03:00:00.0000, -6.821654553954231E+05,  1.079477915061116E+06,  6.616628750536591E+03,
2458941.666666667, A.D. 2020-Apr-02 04:00:00.0000, -6.822165887546396E+05,  1.079460001412598E+06,  6.618066951566259E+03,
2458941.708333333, A.D. 2020-Apr-02 05:00:00.0000, -6.822677219285285E+05,  1.079442084969093E+06,  6.619505164599745E+03,
2458941.750000000, A.D. 2020-Apr-02 06:00:00.0000, -6.823188549169468E+05,  1.079424165730071E+06,  6.620943389627093E+03,
2458941.791666667, A.D. 2020-Apr-02 07:00:00.0000, -6.823699877197511E+05,  1.079406243695002E+06,  6.622381626637944E+03,
2458941.833333333, A.D. 2020-Apr-02 08:00:00.0000, -6.824211203367966E+05,  1.079388318863353E+06,  6.623819875622343E+03,
2458941.875000000, A.D. 2020-Apr-02 09:00:00.0000, -6.824722527679387E+05,  1.079370391234594E+06,  6.625258136569988E+03,
2458941.916666667, A.D. 2020-Apr-02 10:00:00.0000, -6.825233850130312E+05,  1.079352460808193E+06,  6.626696409470809E+03,
2458941.958333333, A.D. 2020-Apr-02 11:00:00.0000, -6.825745170719279E+05,  1.079334527583620E+06,  6.628134694314445E+03,
2458942.000000000, A.D. 2020-Apr-02 12:00:00.0000, -6.826256489444817E+05,  1.079316591560343E+06,  6.629572991090710E+03,
2458942.041666667, A.D. 2020-Apr-02 13:00:00.0000, -6.826767806305450E+05,  1.079298652737831E+06,  6.631011299789243E+03,
2458942.083333333, A.D. 2020-Apr-02 14:00:00.0000, -6.827279121299690E+05,  1.079280711115554E+06,  6.632449620399624E+03,
2458942.125000000, A.D. 2020-Apr-02 15:00:00.0000, -6.827790434426047E+05,  1.079262766692978E+06,  6.633887952911668E+03,
2458942.166666667, A.D. 2020-Apr-02 16:00:00.0000, -6.828301745683023E+05,  1.079244819469574E+06,  6.635326297315012E+03,
